first_page_exposure,polarity,subjectivity,polarity_sign,polarity_magnitude,GunningFog,ReadingTime,activity_group,ease_group,feeling_group,food_group,judgement_group,location_group,misc_group,price_group,service_group,time_group,venue_group,helpfulness_prob,is_helpful,actual_helpfulness
96,0.9615,0.65828125,1,0.9615,8.06,13.4,1,0,1,1,1,1,0,1,1,1,1,0.5206257335734757,0,0
32,0.9349,0.77,1,0.9349,6.02,3.39,1,0,0,1,1,1,0,1,1,1,1,0.39039406015628825,1,1
376,0.9891,0.588461538,1,0.9891,7.58,5.6,1,0,1,1,1,1,0,0,1,1,1,0.5300926393180244,0,0
9,0.9865,0.483452381,1,0.9865,7.66,6.9,1,0,0,0,1,0,1,1,0,0,1,0.39696458284353675,0,0
9,0.9559,0.5875,1,0.9559,7.0,4.13,1,0,1,0,1,0,0,0,1,1,1,0.3590627668342943,0,0
6,0.981,0.613095238,1,0.981,7.64,6.63,1,0,1,0,1,1,0,1,1,1,1,0.4273328497696262,0,0
15,0.9337,0.827777778,1,0.9337,7.0,3.97,1,0,0,1,1,0,0,0,0,1,1,0.33498916268348544,0,0
74,0.9969,0.483313464,1,0.9969,8.02,37.11,1,1,0,1,1,0,1,1,1,1,1,0.7385712469475587,1,1
8,0.9652,0.513444444,1,0.9652,8.37,11.71,1,1,1,0,1,1,1,1,1,1,1,0.505013777676505,0,0
30,0.9509,0.676785714,1,0.9509,6.92,2.98,1,0,1,1,1,0,0,1,0,0,1,0.3325201241357787,0,0
21,0.9846,0.666666667,1,0.9846,9.1,3.89,1,0,1,0,1,1,0,0,1,1,1,0.3870883439800186,0,0
16,0.9906,0.650824176,1,0.9906,9.47,9.74,1,1,0,0,1,1,1,1,1,1,1,0.4832238120478368,1,1
32,0.9708,0.529831933,1,0.9708,10.69,7.37,1,1,0,0,1,1,0,0,1,1,1,0.4480135341294276,1,2
14,0.9559,0.816666667,1,0.9559,4.95,4.45,0,0,0,0,1,1,0,0,1,0,1,0.32765435290539685,0,0
17,0.93,0.66,1,0.93,8.02,3.07,0,0,0,0,1,1,0,0,1,1,1,0.3458511904086112,0,0
49,0.7096,0.495795455,1,0.7096,8.22,5.3,1,0,0,0,1,1,0,0,0,1,1,0.4287743909979107,0,0
52,0.9252,0.746938776,1,0.9252,5.68,4.41,1,0,1,0,1,1,1,1,0,0,1,0.3966511100494862,1,1
7,0.6631,0.443404635,1,0.6631,8.73,10.21,1,0,1,0,1,1,0,1,1,1,1,0.48930366275474335,0,0
12,0.9899,0.505155556,1,0.9899,7.44,13.31,1,0,0,0,1,1,0,1,1,1,1,0.5106713315300975,1,1
19,0.9152,0.647333333,1,0.9152,10.7,1.45,0,0,0,0,1,1,0,0,1,0,1,0.3184137645836703,0,0
4,0.9736,0.523809524,1,0.9736,8.77,4.52,1,0,1,0,1,0,1,0,1,1,0,0.3183109948905949,0,0
36,0.9607,0.6775,1,0.9607,6.77,6.33,1,0,1,1,1,0,0,0,0,0,1,0.3507891682760419,0,0
10,0.9834,0.531824176,1,0.9834,11.52,18.02,1,0,1,1,1,1,1,1,1,1,1,0.558424304456322,1,1
28,0.9287,0.6,1,0.9287,7.16,3.11,0,0,1,1,1,1,0,0,1,0,1,0.32392668572357813,0,0
98,0.9909,0.658842975,1,0.9909,10.25,12.44,1,0,1,1,1,1,0,1,1,1,1,0.5124219411088499,1,8
44,0.9818,0.606120301,1,0.9818,7.75,11.25,1,0,1,1,1,1,1,1,1,1,1,0.4917657693275959,0,0
13,0.9732,0.8875,1,0.9732,3.7,2.09,1,0,0,0,1,0,0,0,1,0,1,0.30744836984932855,0,0
33,0.8807,0.499159664,1,0.8807,6.4,6.48,1,0,1,1,1,0,0,1,1,1,1,0.4058964872869658,0,0
177,0.6077,0.512755102,1,0.6077,8.78,6.26,1,0,0,1,1,1,0,1,1,1,1,0.5052170053380645,0,0
9,0.9752,0.508035265,1,0.9752,6.94,9.42,1,0,0,1,1,1,0,1,1,1,1,0.460378464696072,0,0
2,0.6808,0.485,1,0.6808,9.94,4.2,1,0,0,1,1,1,0,1,0,1,1,0.411709089568002,0,0
20,0.9919,0.550714286,1,0.9919,5.94,10.09,1,0,1,1,1,1,0,1,0,1,1,0.4538005846382109,0,0
3,0.9954,0.638079179,1,0.9954,10.05,18.58,1,1,1,1,1,1,1,1,1,1,1,0.5582743762169284,1,5
12,0.987,0.506134921,1,0.987,10.12,16.26,1,0,0,1,1,1,0,1,1,1,1,0.5357334699132238,1,1
552,-0.5267,0.513333333,0,0.5267,8.59,9.55,1,1,0,1,1,1,0,1,1,1,1,0.7511167111435054,1,3
35,0.6272,0.5015625,1,0.6272,8.95,11.61,1,1,0,1,1,1,1,1,0,1,1,0.5166060330895733,0,0
5,0.8689,0.805,1,0.8689,12.1,2.61,1,0,1,0,1,1,0,0,0,0,1,0.3423094115442178,0,0
194,0.5095,0.444155844,1,0.5095,8.02,2.88,0,0,0,0,1,1,1,0,0,0,1,0.4192607258087503,0,0
7,0.296,0.35,1,0.296,8.02,2.69,0,0,0,0,1,0,0,0,0,0,1,0.32625640377066645,1,1
44,0.9912,0.625555556,1,0.9912,8.33,12.72,1,0,1,1,1,1,0,1,1,1,1,0.49557490988278,1,4
18,0.946,0.457051282,1,0.946,3.76,4.7,1,0,0,0,1,1,1,0,1,0,1,0.4006844810212647,0,0
32,0.3182,0.406730769,1,0.3182,8.95,6.46,1,1,1,1,0,1,1,0,0,0,1,0.41507004603308434,0,0
62,0.9485,0.496626984,1,0.9485,6.78,6.48,1,0,0,0,1,1,0,1,0,1,1,0.45138866616729456,1,15
28,0.9741,0.694693878,1,0.9741,8.32,9.4,1,0,1,1,1,1,0,1,1,1,1,0.45102005658989575,0,0
38,0.9117,0.903333333,1,0.9117,8.23,3.32,1,0,0,1,1,1,1,1,1,1,1,0.3961203279272054,1,1
4,0.2589,0.461111111,1,0.2589,5.36,4.22,1,1,0,0,1,1,0,1,0,1,1,0.43923677673540346,0,0
34,0.7964,0.576,1,0.7964,7.32,2.57,1,0,0,1,1,0,0,1,0,0,1,0.3462801129007444,1,2
56,0.9908,0.594895833,1,0.9908,10.46,9.83,1,0,0,1,1,1,0,0,1,1,1,0.46284138718013645,0,0
12,0.8932,0.440333333,1,0.8932,6.13,4.79,1,0,1,0,1,0,1,0,1,0,1,0.36933172488172294,0,0
9,0.9628,0.542226614,1,0.9628,10.29,14.68,1,0,0,1,1,1,1,0,1,1,1,0.5109050235034264,0,0
49,0.9941,0.620002823,1,0.9941,7.6,9.48,1,0,1,1,1,0,0,1,1,1,1,0.4311880569951855,0,0
18,0.9917,0.623869949,1,0.9917,5.56,9.77,1,0,1,0,1,1,1,0,1,0,1,0.436384979703756,1,2
76,0.9712,0.701190476,1,0.9712,4.44,4.5,1,0,0,0,1,1,0,0,1,1,1,0.41131730266267774,1,10
55,0.8104,0.583333333,1,0.8104,7.03,3.17,0,0,0,0,1,1,0,0,1,0,1,0.35040978880247164,0,0
250,0.9669,0.443659148,1,0.9669,5.82,9.4,1,1,0,1,1,1,0,1,1,1,1,0.5587807166466237,1,1
24,0.9426,0.449058957,1,0.9426,7.72,13.66,1,0,0,1,1,1,1,1,1,1,1,0.5266549849529463,0,0
27,0.296,0.488333333,1,0.296,10.5,6.24,1,0,0,1,1,1,1,0,0,1,1,0.4505702262525594,0,0
812,0.9509,0.425,1,0.9509,8.72,8.21,1,0,1,1,0,1,1,1,1,1,1,0.7188922491669468,1,5
56,0.9708,0.505342971,1,0.9708,6.79,14.51,1,0,0,1,1,1,0,1,1,1,1,0.5311138261293885,1,2
21,0.9274,0.69047619,1,0.9274,7.2,2.88,1,0,0,0,1,0,0,0,1,0,1,0.3335221963824304,0,0
14,0.9509,0.509504132,1,0.9509,6.94,4.14,1,0,0,0,1,0,0,0,0,1,1,0.36300971620245975,0,0
33,0.9524,0.5,1,0.9524,10.37,9.86,0,0,0,1,1,1,1,0,0,1,1,0.4244341572032461,1,1
13,0.7783,0.546428571,1,0.7783,4.8,3.48,1,0,0,1,1,0,0,0,0,1,1,0.35026207188610525,0,0
12,0.9517,0.690909091,1,0.9517,4.08,2.89,1,0,0,0,1,0,1,0,0,0,1,0.32904813817177975,0,0
19,0.9081,0.625,1,0.9081,9.44,3.0,1,0,0,0,1,1,1,0,1,1,1,0.39807047216900887,0,0
38,0.8985,0.405982143,1,0.8985,8.27,13.49,1,0,0,1,1,1,0,1,0,0,1,0.49776957110707415,1,1
32,0.9898,0.523518187,1,0.9898,7.01,15.26,1,1,0,1,1,1,1,1,1,1,1,0.5444605782202379,1,1
51,0.9826,0.716574074,1,0.9826,6.28,4.66,1,0,1,1,1,0,0,1,1,1,1,0.37626701075319474,1,1
194,0.492,0.460185185,1,0.492,4.48,4.03,1,0,0,0,1,1,0,0,0,0,1,0.4570087789558987,0,0
56,0.9782,0.609607843,1,0.9782,5.94,8.78,1,0,1,1,1,1,1,0,1,1,1,0.45227112042185563,0,0
24,0.9134,0.611428571,1,0.9134,9.36,12.91,1,0,0,1,1,1,1,1,0,1,1,0.5024093339065612,0,0
71,0.9898,0.549166667,1,0.9898,7.74,10.58,1,0,1,1,1,1,0,1,1,0,1,0.469051688767207,0,0
16,0.9847,0.540562457,1,0.9847,6.07,10.84,1,0,0,1,1,0,0,0,1,0,1,0.4077330041192165,1,2
13,0.9517,0.618541667,1,0.9517,6.64,2.16,0,0,0,1,1,1,0,1,0,0,1,0.31961193038653696,0,0
5,0.9924,0.516740878,1,0.9924,10.55,21.11,1,0,1,1,1,1,1,1,1,1,1,0.5878978067449925,0,0
18,0.8555,0.38,1,0.8555,9.16,3.94,0,0,0,1,1,1,0,0,1,0,1,0.3505258210906152,0,0
184,0.9757,0.503253968,1,0.9757,9.44,19.54,1,0,0,1,1,1,1,1,1,1,1,0.6405318452664069,0,0
71,0.8625,0.4475,1,0.8625,5.66,1.01,0,0,0,0,1,1,0,0,1,0,0,0.2860098752424118,0,0
2384,0.9325,0.490648148,1,0.9325,6.4,10.72,1,0,0,1,1,1,1,0,0,1,1,0.967106561252899,1,2
139,0.9777,0.549509804,1,0.9777,14.46,14.79,1,0,0,0,1,1,1,1,1,1,1,0.5874878726090159,1,10
9,0.0352,0.430419501,1,0.0352,7.31,15.28,1,1,1,1,1,1,0,1,0,1,1,0.5551911070183487,1,7
18,0.9735,0.513730159,1,0.9735,7.23,17.47,1,1,1,0,1,1,1,0,0,1,1,0.5428216000425051,1,1
152,0.9584,0.5865,1,0.9584,6.78,4.27,1,0,1,0,1,1,1,0,0,1,1,0.4444328753230989,0,0
68,0.9823,0.538888889,1,0.9823,11.2,9.77,1,0,0,1,1,1,1,1,1,1,1,0.4983099288622705,1,7
11,0.0,0.499421769,1,0.0,12.21,32.85,1,0,0,1,1,1,1,1,1,1,1,0.7382239425061143,1,3
8,0.836,0.503439153,1,0.836,10.78,9.72,1,0,0,1,1,1,0,1,1,0,1,0.45377802175087845,1,1
25,0.7906,0.339833333,1,0.7906,9.21,5.98,1,0,0,1,1,1,0,1,1,1,1,0.4512155737762141,1,2
19,0.981,0.496025132,1,0.981,11.17,11.24,1,0,0,0,1,1,0,1,1,1,1,0.4963974555210095,1,2
15,0.926,0.688888889,1,0.926,11.6,2.0,0,0,0,0,1,0,0,0,1,0,1,0.29260439205299577,0,0
17,0.8497,0.523979592,1,0.8497,13.44,6.89,1,1,1,0,1,1,0,1,1,0,1,0.43777243824443257,1,2
18,0.9799,0.651239607,1,0.9799,6.49,11.69,1,0,1,1,1,0,0,0,1,1,1,0.42383863105659386,0,0
6,0.8695,0.57,1,0.8695,8.26,3.39,1,1,0,0,1,1,0,0,1,0,1,0.3787640545728931,0,0
58,0.9919,0.55962963,1,0.9919,9.38,8.39,1,0,1,1,1,1,0,0,1,1,1,0.44494155759618936,1,1
1794,-0.8807,0.604545455,0,0.8807,5.26,6.42,1,0,0,0,1,0,1,1,0,0,1,0.9353498114048107,1,3
9,0.908,0.460714286,1,0.908,7.66,4.3,1,0,1,0,1,1,0,0,1,0,1,0.38366840542622166,0,0
67,0.5267,0.469142857,1,0.5267,6.31,4.01,0,0,0,1,1,1,0,0,0,0,1,0.3636479514457635,0,0
28,0.975,0.491666667,1,0.975,7.02,5.1,0,0,0,1,1,1,0,0,1,0,1,0.35192051081240683,0,0
4,0.9801,0.642592593,1,0.9801,8.07,3.51,1,0,0,1,1,0,0,1,0,1,1,0.35249408630301804,0,0
9,0.9895,0.57815873,1,0.9895,9.0,9.56,1,1,0,1,1,1,0,0,1,1,1,0.4481543311178819,1,1
1378,-0.8225,0.500833333,0,0.8225,6.76,9.53,1,0,0,1,1,1,1,1,0,1,1,0.9150141947337966,0,0
25,0.9947,0.512499537,1,0.9947,18.42,16.67,0,1,0,1,1,1,0,0,1,1,1,0.501232951418624,1,5
11,0.9451,0.516071429,1,0.9451,9.72,3.57,1,0,0,0,1,1,1,0,0,0,1,0.3811779752741675,0,0
737,0.3612,0.726041667,1,0.3612,6.68,5.3,1,0,0,1,1,1,0,0,0,1,1,0.6651659658920744,1,1
5,0.7717,0.525074405,1,0.7717,10.81,20.1,1,1,0,0,1,1,0,1,1,1,1,0.5940046851816031,0,0
35,0.9333,0.7,1,0.9333,7.15,6.67,1,1,0,1,1,1,1,1,1,0,0,0.36691127518080163,0,0
23,-0.1779,0.514814815,0,0.1779,8.09,4.97,1,1,0,0,1,0,1,0,0,1,1,0.474777875176548,1,1
7,-0.2942,0.5495671,0,0.2942,7.77,8.78,1,0,0,1,1,1,1,0,1,0,1,0.5193556424200337,0,0
10,0.9595,0.63125,1,0.9595,11.97,4.66,1,0,0,0,1,0,0,0,0,0,0,0.2909332505409067,0,0
67,0.7096,0.631944444,1,0.7096,10.19,6.76,1,0,0,1,1,1,1,0,1,0,1,0.43457351732763955,0,0
24,0.9313,0.494318182,1,0.9313,8.51,4.19,1,0,0,0,1,0,0,1,1,1,1,0.3932004604680385,0,0
542,-0.9022,0.580555556,0,0.9022,8.1,8.81,0,0,0,0,1,0,1,0,0,1,1,0.6854708993492292,1,1
148,0.643,0.477951389,1,0.643,7.59,11.99,1,1,0,1,1,0,1,1,0,1,1,0.5298369713355918,0,0
40,0.9817,0.53682209,1,0.9817,6.38,11.91,1,0,1,1,1,1,1,0,1,1,1,0.4841588578992727,1,2
7,0.9945,0.501858974,1,0.9945,8.41,12.77,1,1,1,0,1,1,1,0,1,1,1,0.499085140427217,0,0
26,0.9881,0.534505772,1,0.9881,13.05,14.44,1,0,1,1,1,1,1,0,1,1,1,0.5120750162210979,0,0
20,0.0889,0.663494624,1,0.0889,10.14,21.62,1,1,0,1,1,1,1,1,1,1,1,0.6311939625033044,1,1
33,0.9941,0.493181818,1,0.9941,7.57,17.7,1,0,0,1,1,1,1,0,1,1,1,0.5506039901765063,0,0
18,0.9814,0.583333333,1,0.9814,7.79,11.74,1,0,1,1,1,1,0,1,1,1,1,0.478379149560665,0,0
105,0.9442,0.571212121,1,0.9442,6.87,6.07,1,0,0,1,1,1,0,1,0,1,1,0.44981391724974823,1,1
144,0.963,0.5325,1,0.963,9.43,12.31,1,0,0,1,1,1,1,0,1,1,1,0.5360626460802664,0,0
11,0.7269,0.757142857,1,0.7269,5.88,2.26,1,0,0,1,1,1,0,0,0,1,1,0.35717075634759454,0,0
24,0.9705,0.641176471,1,0.9705,6.47,10.28,1,0,1,1,1,1,0,1,1,1,1,0.4605542253385034,0,0
59,0.4767,0.485714286,1,0.4767,11.4,3.72,1,0,0,0,1,1,0,0,0,0,1,0.4103165446857664,1,1
49,0.9851,0.598611111,1,0.9851,8.9,9.3,1,0,0,0,1,1,1,1,1,0,1,0.46942795783045166,1,3
27,0.9764,0.657142857,1,0.9764,11.93,7.15,1,0,0,1,1,1,1,0,0,1,1,0.4246768015950395,0,0
48,0.7462,0.502564103,1,0.7462,10.76,10.37,1,0,0,1,1,1,0,1,1,0,1,0.47876490791298026,1,2
89,0.891,0.516,1,0.891,5.23,2.63,0,0,0,1,1,1,0,0,1,1,0,0.3093052139500611,0,0
3,0.9538,0.513068182,1,0.9538,32.89,5.13,1,0,0,1,1,0,0,0,1,1,1,0.3930481960770968,0,0
170,0.9909,0.482041344,1,0.9909,9.53,29.82,1,1,0,1,1,1,1,0,1,1,1,0.7207293041762126,1,3
33,0.949,0.454195804,1,0.949,9.89,7.29,1,0,0,0,1,0,1,0,1,1,1,0.42540110190896946,0,0
67,0.936,0.916666667,1,0.936,13.2,0.72,0,0,0,0,1,0,0,0,1,0,1,0.285772944014562,0,0
60,0.886,0.584375,1,0.886,6.6,4.76,1,0,0,0,1,0,0,0,0,1,1,0.3822654059963999,1,4
44,0.9621,0.43780112,1,0.9621,10.17,19.93,1,0,1,1,1,1,1,1,1,1,1,0.5959292989207507,1,2
124,0.7506,0.519324194,1,0.7506,7.71,7.27,1,0,0,1,1,1,0,0,1,1,1,0.472788578804296,1,3
132,0.7579,0.515833333,1,0.7579,7.34,7.11,1,0,1,0,1,0,1,1,1,1,1,0.47158723603209624,0,0
13,0.9584,0.430555556,1,0.9584,7.46,10.25,1,0,1,1,1,1,0,1,0,1,1,0.4638007585889635,0,0
55,0.9274,0.65,1,0.9274,8.97,3.78,1,0,0,1,0,0,0,0,1,0,0,0.27372465162712983,0,0
11,0.9774,0.641071429,1,0.9774,10.67,4.82,1,0,1,1,1,1,0,0,1,1,1,0.3881724694025256,0,0
9,0.9413,0.464102564,1,0.9413,6.61,6.8,1,0,1,1,1,1,1,0,0,1,1,0.4185388695635298,0,0
10,0.9791,0.685714286,1,0.9791,8.33,3.5,1,0,1,0,1,1,0,1,1,0,1,0.37521503086045915,0,0
21,0.9938,0.725324675,1,0.9938,6.82,4.95,0,0,1,1,1,1,0,0,1,0,1,0.32856284791555757,0,0
46,0.9716,0.674,1,0.9716,11.39,5.58,0,0,0,1,1,1,0,0,1,0,1,0.35544702412561463,0,0
75,0.7964,0.35297619,1,0.7964,9.59,9.72,1,1,0,0,1,0,1,1,1,1,1,0.5003596116210639,0,0
603,0.875,0.714285714,1,0.875,8.93,3.67,1,0,0,0,1,0,0,0,0,0,1,0.5454522932677214,0,0
299,0.9577,0.60994152,1,0.9577,11.6,11.33,1,0,1,1,1,1,1,1,1,0,1,0.5725738885830809,0,0
17,0.9719,0.595833333,1,0.9719,8.8,5.76,1,0,0,1,1,1,0,0,0,0,1,0.38004756068968093,0,0
13,0.9955,0.547813051,1,0.9955,8.21,14.84,1,1,1,1,1,0,0,1,1,1,1,0.4846442348974146,0,0
17,0.9778,0.636574074,1,0.9778,4.7,4.61,1,0,1,1,1,0,0,0,1,1,1,0.35265436839612185,1,1
29,0.8072,0.5,1,0.8072,16.24,4.45,1,0,0,0,1,1,0,0,1,1,1,0.4248549263972066,0,0
54,0.9471,0.510714286,1,0.9471,9.51,13.41,1,0,0,1,1,0,0,1,0,1,1,0.481717992305199,1,1
10,0.9957,0.512359921,1,0.9957,8.83,23.92,1,0,0,1,1,1,0,0,1,1,1,0.5954834352984009,0,0
13,0.9601,0.8,1,0.9601,6.7,2.32,0,0,0,0,1,1,1,0,1,1,1,0.3360683123924205,1,2
119,0.9665,0.548709029,1,0.9665,5.33,8.61,1,0,0,1,1,1,0,1,0,1,1,0.48052324529711526,0,0
49,0.9936,0.540681818,1,0.9936,11.52,13.79,1,0,1,1,1,1,1,1,1,1,1,0.5279778941026858,1,2
61,0.9887,0.487693744,1,0.9887,8.08,26.84,1,0,0,1,1,1,1,1,1,1,1,0.667425135792138,1,2
20,0.7845,0.63,1,0.7845,2.4,1.62,0,0,0,1,1,0,0,0,0,0,1,0.277361599634128,0,0
30,0.8979,0.717045455,1,0.8979,8.36,6.71,1,0,0,0,1,1,0,0,0,0,1,0.39650744787477266,1,1
889,0.8126,0.475,1,0.8126,1.6,0.56,0,0,0,0,1,0,0,0,1,0,1,0.596735459013542,1,1
30,0.8625,0.577777778,1,0.8625,5.0,4.97,1,0,0,0,1,1,0,1,0,1,1,0.42016586136521533,0,0
13,0.9442,0.57,1,0.9442,7.26,3.58,1,0,0,0,1,1,0,0,0,0,1,0.36643149022107596,0,0
25,0.9808,0.540192744,1,0.9808,10.06,9.87,1,1,0,1,1,1,0,1,0,1,1,0.469395805278041,1,2
7,0.9892,0.508963358,1,0.9892,9.42,12.21,1,1,1,1,1,1,0,0,1,1,1,0.4750695414482826,0,0
21,0.6808,0.625670996,1,0.6808,9.31,9.11,1,0,0,0,1,1,1,1,0,1,1,0.477860803137362,1,1
12,0.9803,0.656818182,1,0.9803,6.19,6.9,0,0,0,1,1,1,1,0,0,0,1,0.35454871042586183,0,0
68,0.9839,0.616666667,1,0.9839,8.21,7.67,1,0,1,1,1,1,0,0,1,1,1,0.43648579155725237,1,2
49,0.9516,0.590717736,1,0.9516,5.96,11.97,1,1,1,1,1,1,1,0,1,1,1,0.49095690359100486,0,0
35,0.9919,0.562478395,1,0.9919,9.09,15.4,1,0,1,0,1,1,0,1,1,1,1,0.5336919190347197,1,1
259,0.8442,0.520833333,1,0.8442,8.13,3.67,1,0,0,0,1,1,0,0,1,1,1,0.49059659412800016,0,0
160,0.9632,0.495666667,1,0.9632,8.49,14.93,1,1,0,1,1,1,0,1,1,1,1,0.5819329080324395,0,0
1225,-0.7527,0.386666667,0,0.7527,7.52,11.62,1,1,0,1,1,1,1,1,0,1,1,0.9071183321820625,1,6
30,-0.7579,0.570555556,0,0.7579,8.98,8.04,1,0,0,0,1,0,0,1,0,0,1,0.5181423388887648,0,0
22,0.872,0.58,1,0.872,4.8,2.88,1,0,0,0,1,1,1,0,1,1,1,0.3976669146648838,0,0
23,0.9911,0.46845722,1,0.9911,7.87,30.89,1,0,1,1,1,1,1,1,1,1,1,0.688532654317617,0,0
100,0.9776,0.628888889,1,0.9776,8.28,5.76,1,0,0,0,1,1,0,0,1,1,1,0.4413174708808134,1,1
37,0.9719,0.590986395,1,0.9719,9.4,12.31,1,0,0,1,1,1,0,1,1,0,1,0.47898974251515836,1,2
166,0.882,0.350915751,1,0.882,6.33,15.95,1,1,0,1,1,1,1,1,1,1,1,0.6146907160358904,0,0
269,0.9805,0.583503401,1,0.9805,6.32,15.29,1,0,0,1,1,1,1,1,1,1,1,0.6203882500597223,1,9
20,0.9898,0.593896825,1,0.9898,8.92,8.37,0,0,1,0,1,1,1,1,1,1,1,0.42273519117177283,0,0
24,0.962,0.653571429,1,0.962,7.27,6.49,1,0,0,0,1,1,1,0,1,1,1,0.42923217329830377,1,1
429,0.9735,0.60452381,1,0.9735,5.7,4.13,1,0,0,1,1,0,1,0,1,0,1,0.4962806086805682,0,0
15,0.9971,0.505227687,1,0.9971,7.09,34.07,1,1,1,1,1,1,1,1,1,1,1,0.715719163315411,1,3
269,0.9348,0.469644403,1,0.9348,11.39,34.93,1,1,1,1,1,1,1,0,1,1,1,0.7872258312963528,0,0
26,0.9986,0.660031447,1,0.9986,6.95,29.63,1,0,0,1,1,1,1,1,1,1,1,0.6699701443153494,0,0
44,0.5279,0.347193878,1,0.5279,8.92,11.55,1,0,0,1,1,1,0,1,1,1,1,0.525455839949999,0,0
14,0.9595,0.574338624,1,0.9595,6.28,6.23,1,0,1,1,1,0,0,0,1,0,1,0.35581106940159046,0,0
11,0.967,0.593406593,1,0.967,9.4,5.92,1,0,0,1,1,1,0,1,1,0,1,0.40377754081485456,1,1
831,0.959,0.475431235,1,0.959,7.63,9.48,1,0,0,1,1,0,0,1,0,1,1,0.7147351700627621,1,3
3,0.9626,0.6298192,1,0.9626,6.99,7.95,1,0,0,0,1,1,0,0,0,1,1,0.4196103543683293,0,0
1579,0.088,0.579575163,1,0.088,8.67,20.54,1,0,0,1,1,0,1,1,1,1,1,0.9355693560047591,1,2
13,0.8689,0.631632653,1,0.8689,7.33,4.01,1,0,0,1,1,1,0,0,0,0,1,0.3615680172983039,1,1
49,0.5859,0.596666667,1,0.5859,7.05,2.75,0,0,0,0,1,1,0,0,0,1,1,0.3611824217397266,1,7
208,0.7665,0.555952381,1,0.7665,7.71,9.7,1,0,1,1,1,1,1,1,1,1,1,0.5479384619898164,0,0
52,0.9802,0.427506868,1,0.9802,9.13,10.91,1,0,0,1,1,1,0,0,1,1,1,0.48303032488160447,1,1
186,0.9378,0.540833333,1,0.9378,15.24,4.17,1,0,0,1,1,1,0,0,1,1,1,0.46259378643429294,1,1
20,0.9891,0.553798186,1,0.9891,7.59,11.03,1,0,0,1,1,1,0,1,0,1,1,0.4701151342055457,0,0
170,0.9772,0.625,1,0.9772,8.26,8.83,1,0,1,1,1,1,0,1,1,0,1,0.4833862631954089,1,3
44,0.8316,0.515238095,1,0.8316,7.2,9.55,1,0,0,1,1,1,0,0,1,1,1,0.46359268240702106,1,2
22,0.9633,0.51830185,1,0.9633,9.56,8.49,1,0,0,1,1,1,0,1,1,1,1,0.4579259846568702,1,7
50,0.989,0.594987469,1,0.989,7.22,12.03,1,0,1,0,1,1,1,0,1,1,1,0.4942098227500119,0,0
107,0.9274,0.32,1,0.9274,7.2,2.95,1,0,0,0,0,1,0,0,1,0,1,0.393547817562378,1,1
46,0.9809,0.596753247,1,0.9809,7.69,9.74,1,1,1,0,1,1,0,0,1,1,1,0.46484520138402075,1,4
52,0.962,0.609230965,1,0.962,9.9,8.3,1,0,0,1,1,1,0,0,1,1,1,0.44506641978822925,1,5
7,0.9313,0.716666667,1,0.9313,4.74,3.04,1,0,0,0,1,1,0,1,1,1,1,0.3884771825935036,0,0
91,0.9844,0.61061746,1,0.9844,8.02,29.79,1,1,1,0,1,1,1,1,1,1,1,0.7044021262146772,0,0
37,0.8834,0.516666667,1,0.8834,6.08,7.32,1,0,0,0,1,1,0,0,0,1,1,0.43511898993609266,0,0
14,0.8977,0.405621693,1,0.8977,9.09,10.09,1,0,0,1,1,1,0,1,0,1,1,0.473134009368971,1,2
8,0.9633,0.533333333,1,0.9633,7.5,4.83,0,1,1,0,1,1,0,0,1,1,1,0.3666281721332086,1,1
57,0.9853,0.349392361,1,0.9853,9.24,27.54,1,0,1,1,1,1,1,1,1,1,1,0.6775913632332974,1,2
71,0.6647,0.622703223,1,0.6647,6.1,12.85,1,0,1,1,1,1,1,0,1,1,1,0.5113715832002433,0,0
207,0.8428,0.43918522,1,0.8428,6.8,10.86,1,0,0,1,1,1,0,0,0,1,1,0.5339823092526104,1,1
13,0.9872,0.771611722,1,0.9872,8.42,8.36,1,0,0,1,1,1,0,0,1,1,1,0.4181885566566387,0,0
26,0.8402,0.5375,1,0.8402,9.09,8.27,1,0,0,1,1,0,1,0,1,1,1,0.4222751027250816,0,0
54,0.9618,0.629141865,1,0.9618,8.22,5.98,1,0,1,0,1,0,0,0,0,0,1,0.3657152163406005,0,0
27,0.9907,0.518067227,1,0.9907,9.92,5.99,1,1,0,1,1,1,0,0,1,1,1,0.42296105817183743,0,0
9,0.9906,0.487202822,1,0.9906,9.3,24.88,1,0,1,1,1,1,1,1,1,1,1,0.6276242811025061,0,0
21,0.8625,0.573333333,1,0.8625,3.9,2.39,0,0,0,1,1,0,0,1,1,0,0,0.25523513085812904,1,1
41,0.943,0.740666667,1,0.943,9.37,4.51,0,0,1,1,1,1,0,1,1,0,1,0.3488632123411219,0,0
28,0.9888,0.544630516,1,0.9888,6.83,10.83,1,1,1,1,1,1,0,0,0,1,1,0.4553656053454125,1,5
55,0.9531,0.384615385,1,0.9531,10.71,4.88,0,0,0,1,1,0,0,1,0,0,1,0.3477939331756552,1,1
37,0.9794,0.601041667,1,0.9794,9.43,7.71,1,0,1,0,1,1,1,0,1,0,1,0.42803705737106007,0,0
2,0.9885,0.600334169,1,0.9885,7.8,26.15,1,1,0,1,1,0,1,1,1,1,1,0.6087062389119816,1,1
51,0.98,0.425420168,1,0.98,14.19,8.23,1,0,0,1,1,1,1,1,0,1,1,0.47862210925855114,1,3
