,first_page_exposure,polarity,subjectivity,GunningFog,ReadingTime,activity_group,ease_group,feeling_group,food_group,judgement_group,location_group,misc_group,price_group,service_group,time_group,venue_group,helpfulness_prob
503775,193,0.9714,0.722361111,5.15,5.66,2,0,0,0,4,2,0,0,0,2,5,0.44342215022041714
66376,71,0.983,0.487097902,7.89,16.06,4,0,2,1,14,4,1,1,1,4,6,0.5804748993049154
720876,6,0.9786,0.726666667,5.09,2.57,0,0,0,2,4,1,0,0,4,0,0,0.30977083075510026
695468,119,0.8687,0.655494505,5.31,5.17,6,0,0,5,4,0,0,1,0,1,5,0.39046028125147264
269886,47,0.9623,0.469266818,7.09,11.09,6,0,1,1,5,0,0,0,0,1,8,0.48439201264511067
119732,3,0.6659,0.528125,7.57,5.27,1,0,0,0,1,0,1,0,1,0,7,0.4038585569546733
245517,136,0.9778,0.715151515,7.38,5.6,1,0,0,2,4,1,0,2,0,0,0,0.40462147506345747
279060,49,0.9169,0.41875,9.71,4.45,4,0,0,1,2,2,0,0,0,1,1,0.4228162102333446
554975,7,0.953,0.68,9.24,4.92,1,0,0,1,2,0,0,0,0,0,1,0.35177250398503396
375399,186,-0.7096,0.352886003,13.01,11.77,2,0,0,1,2,1,0,0,0,0,5,0.665328732532667
211446,93,0.9048,0.561904762,9.34,3.66,0,0,0,0,3,1,0,0,1,0,4,0.40232691876310955
173795,4,0.9744,0.539285714,6.34,5.45,2,1,0,0,5,2,0,0,3,1,3,0.3962382780207559
593722,262,0.9781,0.676444444,6.02,5.82,5,0,0,1,8,0,0,4,0,3,7,0.47633787464561533
666941,8,0.9887,0.490896359,8.6,7.51,1,0,1,1,7,1,0,1,2,2,4,0.42436870055362913
610481,90,0.9812,0.583928571,9.1,6.51,4,0,0,0,6,0,1,0,1,4,4,0.4220398107133604
396904,351,0.9627,0.5875,11.32,5.14,3,0,0,1,5,2,0,0,1,1,3,0.5007928616800813
690545,15,0.8693,0.3625,5.41,2.98,2,0,0,0,2,0,0,0,4,0,3,0.39195835172231536
510809,61,0.9921,0.591075269,9.29,17.17,5,0,1,5,6,3,1,0,2,5,9,0.5214845275363741
282761,8,0.9987,0.670037879,7.25,25.37,12,0,3,5,13,3,2,2,6,2,19,0.5803689167989442
562024,5,0.9844,0.562037037,8.57,6.4,3,0,1,0,8,3,0,0,2,0,8,0.41462991364814705
384185,50,0.9565,0.506481481,6.18,2.56,1,0,0,0,3,1,0,0,0,2,0,0.38917269029783946
516429,23,0.9641,0.402664399,10.18,17.97,7,0,1,0,6,3,1,0,0,5,13,0.5947583986434374
487299,90,0.986,0.571111111,7.1,12.24,5,1,0,1,7,2,0,1,2,5,9,0.5070934611368462
27728,6,0.9794,0.51265873,8.17,11.37,2,1,0,1,12,2,0,1,2,3,7,0.48424826800489906
260439,31,0.9968,0.558669218,7.15,28.97,4,3,1,9,18,4,1,2,4,1,10,0.6516080444784907
164894,25,-0.25,0.578409091,8.3,10.22,2,0,0,1,2,0,1,0,3,3,8,0.5089497018200806
458194,49,0.9837,0.542606838,9.6,22.81,4,0,1,5,9,1,0,2,3,6,5,0.5877174715523712
291374,99,0.9349,0.709090909,11.64,5.27,1,0,0,0,1,2,0,0,0,0,2,0.3955177401667816
507314,24,0.9475,0.504,9.64,7.61,4,0,0,2,4,3,1,0,0,0,4,0.43459136813091354
159974,79,0.9935,0.553,8.34,11.87,6,0,1,2,10,1,1,2,2,2,12,0.4903223104350484
525035,10,0.9945,0.622350289,9.49,27.01,9,1,4,3,13,3,0,1,3,4,23,0.6346025061242743
285100,27,0.9969,0.554655067,9.56,23.75,12,0,2,12,10,3,1,0,2,0,6,0.5484737867319811
444633,46,0.9837,0.78125,3.44,2.73,2,0,1,0,6,2,0,0,0,0,2,0.34896561321729297
139252,12,0.9771,0.543888889,6.8,7.57,3,0,0,0,5,1,0,0,2,3,9,0.4242879164016593
573367,14,0.9913,0.628138528,13.1,10.5,5,0,1,0,5,1,3,0,1,0,11,0.42629320922848285
187594,93,0.93,0.522474747,6.82,9.06,4,0,1,2,6,2,0,3,2,0,4,0.4744043679419627
388416,18,-0.6903,0.655808081,7.38,27.35,5,0,1,2,14,5,3,1,1,3,13,0.7516452184634208
43742,1,-0.7689,0.626797386,5.58,12.46,6,3,1,1,2,2,1,3,3,2,13,0.5746794284214896
505680,188,0.9118,0.49375,5.67,8.95,5,0,0,3,6,3,1,1,1,2,10,0.5182461486466254
307566,17,0.875,0.517154882,7.7,8.39,3,0,3,2,4,1,0,1,0,3,5,0.43548369938583475
232566,5,0.9349,0.520075758,7.13,11.08,2,0,0,0,1,3,2,1,0,5,10,0.4848460048942378
259734,11,0.9578,0.647321429,7.52,5.27,1,0,1,2,1,1,0,1,3,0,6,0.3550837541211779
557079,9,0.9246,0.642857143,6.25,3.13,2,0,0,0,4,0,1,0,0,0,2,0.351337687247625
67478,24,0.993,0.495959596,13.99,17.16,6,0,0,4,10,1,2,0,2,4,4,0.5156017532546554
514982,3,0.8658,0.76952381,5.68,2.54,2,0,0,1,3,0,0,0,0,0,4,0.32167129178892173
252993,14,0.9413,0.64,11.45,2.85,2,0,0,1,3,0,0,1,2,0,1,0.3327554255592371
743494,151,0.9741,0.582449495,7.23,12.05,2,0,1,2,5,2,2,2,1,1,8,0.5135528253242886
620823,310,0.9775,0.509276094,8.57,23.05,15,1,0,3,19,2,3,3,2,4,14,0.7130910548367796
680349,12,0.9897,0.579887955,10.04,6.57,6,0,1,0,3,0,0,0,2,1,3,0.38375764665125783
442158,211,0.9042,0.509821429,6.22,4.14,4,0,0,1,5,1,0,0,1,1,3,0.45888226139646043
51314,4,0.9153,0.531666667,9.1,5.64,3,1,0,0,3,0,0,0,0,1,4,0.39728879666631556
348789,13,0.9889,0.584444444,8.61,15.51,4,0,0,3,7,3,0,1,0,3,8,0.5155857470179306
405026,18,0.9616,0.406578947,8.99,9.58,2,0,0,2,4,2,1,0,2,0,7,0.46241670684438585
697582,10,0.9962,0.414033189,3.91,14.43,8,1,0,1,12,0,1,5,4,2,9,0.5315266004106779
127679,11,0.9898,0.695333333,8.48,12.82,4,0,2,3,4,0,0,1,1,0,13,0.4300919635505038
262865,25,0.7003,0.545255102,7.28,8.09,2,0,0,0,5,1,0,1,1,1,2,0.4542870816656347
204250,15,0.9716,0.608761905,6.9,8.18,1,0,0,1,4,3,2,0,3,1,6,0.4135468070403525
452217,24,0.8984,0.524166667,10.1,4.86,3,0,0,0,5,0,0,0,0,0,4,0.3990752907999064
353905,59,0.9638,0.494736842,8.02,8.02,3,0,1,1,5,2,1,3,3,1,6,0.45137439169109883
366243,51,0.9655,0.538316116,8.92,24.17,7,0,2,3,7,7,0,2,2,4,10,0.6534910640691947
9285,19,0.6124,0.604444444,4.24,3.42,1,0,0,0,1,1,0,1,2,1,2,0.38650349167124587
434407,5,0.9619,0.568464052,9.12,9.46,1,1,0,0,3,0,1,0,1,6,2,0.4274422897961221
11675,367,0.9698,0.689,8.39,5.99,4,1,1,0,2,3,1,0,1,2,3,0.5028681260673177
458762,101,0.956,0.609161491,6.3,15.17,10,0,0,2,7,3,3,2,2,4,12,0.5359929640591224
598068,57,0.7003,0.755833333,4.93,3.41,1,0,0,0,1,1,1,0,2,0,3,0.35943586589475196
295244,15,0.9964,0.574175824,6.81,22.59,12,0,2,0,13,2,5,0,4,2,14,0.587170190963739
440307,70,0.8982,0.608333333,6.29,3.36,1,0,0,1,2,0,0,0,2,0,3,0.3685830745866385
65013,82,0.9976,0.625162658,9.95,19.24,7,0,1,1,17,3,3,1,3,0,6,0.5741044247480254
396300,603,-0.1665,0.610904762,10.88,7.93,3,0,0,0,3,3,0,0,0,0,7,0.6988164345351541
115582,80,0.9753,0.716666667,6.28,4.22,3,0,0,0,4,0,0,0,0,0,2,0.3719672385179111
750826,77,0.9194,0.677407407,7.95,3.72,0,0,0,1,3,1,0,1,2,0,4,0.36968958245296374
101725,21,0.8164,0.495097403,7.93,5.23,3,0,0,0,4,2,0,0,3,3,2,0.41502004690264876
347908,19,0.7783,0.66,9.41,2.76,1,0,1,0,1,1,0,0,0,0,2,0.3548074063369131
219570,17,0.967,0.466153128,7.22,15.04,7,0,1,2,5,2,3,2,3,2,8,0.5125374737874295
302554,24,0.9286,0.64,9.79,3.45,0,0,0,1,2,0,0,0,1,0,0,0.34523627054549993
252114,42,0.743,1.0,9.71,1.19,0,0,0,0,1,0,0,0,0,0,0,0.2845805719714499
119157,6,0.91,0.517272727,8.51,5.7,3,0,0,1,2,4,0,1,0,1,3,0.42229078987567514
577787,1578,-0.9065,0.525217391,9.57,18.35,3,0,2,0,0,7,3,0,1,6,4,0.9533752091941374
751421,74,0.9806,0.486453968,6.95,12.78,6,1,0,5,9,3,1,1,1,4,10,0.5118738416151319
214517,6,0.7488,0.772222222,8.11,2.54,0,0,0,1,3,2,0,1,0,0,1,0.3390353604897133
164373,50,0.9745,0.722121212,16.11,8.67,2,0,1,0,5,1,3,1,1,1,5,0.39756352282671126
630089,7,0.6124,0.386111111,9.0,9.0,1,0,0,0,4,0,1,0,2,0,12,0.48172102327752536
285139,24,0.9207,0.530580808,13.67,13.31,3,0,1,0,6,2,1,1,4,1,6,0.48759649700110375
423659,5,0.8834,0.486666667,11.81,7.11,2,0,0,1,2,0,0,0,3,0,0,0.39941237860383494
178185,27,0.9702,0.579365079,8.15,10.78,3,0,1,1,7,1,0,4,0,1,10,0.4730175135975967
168849,14,0.9846,0.61208134,9.11,14.0,3,1,0,1,8,2,0,0,1,2,2,0.488153642255626
642163,43,0.9291,0.533287982,7.96,11.28,7,0,1,1,4,4,2,1,2,2,9,0.4872798522843344
427095,9,0.9256,0.565555556,10.4,6.1,3,0,0,1,3,3,0,0,2,0,3,0.39885806300404364
381036,100,0.9847,0.557777778,7.84,13.06,4,1,0,2,5,2,1,0,1,3,4,0.5078509958030436
717523,85,0.9657,0.55515873,6.74,9.27,3,0,0,2,3,1,0,0,1,1,7,0.4551227102588773
47520,30,0.9492,0.48040293,6.97,5.67,2,0,1,0,6,1,0,0,1,1,3,0.4216175214839173
362956,13,0.903,0.696666667,6.8,3.95,2,0,0,0,3,0,0,0,0,0,5,0.35509756550704813
429671,365,0.989,0.545328283,8.96,46.45,13,1,2,4,12,2,5,0,3,7,23,0.8747286407681315
721712,19,0.9656,0.533888889,7.87,5.46,3,0,0,2,3,0,0,0,1,1,3,0.3823568508698174
541420,76,0.5994,0.546296296,6.57,5.95,2,0,0,2,4,1,0,0,2,0,4,0.4344966986797363
430300,271,0.9696,0.483809524,10.24,6.01,2,0,1,1,6,0,0,1,0,0,4,0.49849683822631485
374013,77,0.984,0.628148148,10.12,6.74,3,0,2,3,3,1,1,0,2,0,3,0.38362132996743015
274404,49,0.9719,0.4475,8.57,7.96,3,0,0,4,8,0,1,2,2,1,3,0.4311712813906858
46070,26,0.8078,0.550555556,7.08,4.91,2,0,0,0,4,1,0,0,0,2,3,0.41078906585924213
110512,10,0.7783,0.300139147,7.12,6.35,1,0,0,0,5,0,0,0,1,1,1,0.46229417808759604
385512,13,0.9477,0.707142857,7.48,4.47,2,0,0,0,3,0,0,0,0,1,5,0.3558393720927048
101458,52,0.9878,0.652845118,9.59,9.71,0,1,0,1,8,2,0,1,1,2,5,0.447591922063085
167589,10,0.9878,0.603022222,15.74,20.1,4,0,0,0,6,4,0,1,4,1,10,0.5610965099009897
591370,22,0.987,0.474670515,10.75,20.17,5,0,0,3,10,1,2,0,3,1,11,0.5639100532105765
148398,8,0.9201,0.557407407,6.88,3.31,0,0,1,0,5,1,0,0,1,0,3,0.3733079608264681
166212,90,0.9372,0.605221445,6.72,6.9,0,0,1,0,5,3,0,0,2,1,6,0.4430631301733225
186391,7,0.9646,0.746666667,8.28,2.16,0,0,0,0,5,1,0,0,2,0,3,0.32028801557574305
740924,13,0.9799,0.620729271,4.97,4.66,2,0,0,1,7,0,0,2,3,1,3,0.3673148727734208
44834,38,0.8934,0.41530303,6.44,6.58,0,0,0,0,3,0,0,1,1,3,8,0.4509292328583843
292636,42,0.9866,0.47540404,7.34,22.78,10,2,1,1,17,7,0,4,2,4,12,0.6790337994620649
495978,287,0.8957,0.602916667,10.18,9.08,0,0,2,1,3,2,1,1,0,0,4,0.5261781725582159
638248,70,0.9912,0.462407407,12.8,7.62,2,0,0,1,4,1,0,0,1,1,3,0.44422134990231565
150113,28,0.9524,0.561111111,5.4,1.57,1,0,0,0,2,1,0,0,2,1,2,0.35308290346149523
439040,174,0.9652,0.658928571,7.34,3.8,2,0,0,0,4,1,0,0,2,0,2,0.4072643939960134
522678,38,0.9866,0.595964187,9.17,8.73,4,0,1,1,5,4,0,0,2,2,4,0.4398313066039878
304427,71,0.9723,0.735,8.51,7.42,3,0,0,1,2,1,1,0,1,0,5,0.39125226409038716
19688,348,0.5423,0.65462963,6.38,6.43,5,2,0,0,1,0,1,3,0,0,7,0.5340979036234524
348544,11,0.9827,0.547802198,7.87,7.71,1,0,1,0,5,1,0,2,1,2,5,0.428404747291102
108616,30,0.9806,0.644949495,6.82,4.57,4,0,0,1,3,1,0,1,2,0,3,0.36517177535008516
257387,11,0.5859,0.9,3.6,1.12,1,0,0,0,1,0,0,0,2,0,0,0.2993626051391548
741349,26,0.9816,0.545185185,8.97,13.4,4,0,0,5,8,1,1,4,0,2,8,0.4846440501818038
223970,55,0.9631,0.529081633,9.36,9.43,4,0,1,1,8,2,1,0,0,0,6,0.46639624129593127
640379,59,0.9612,0.605,8.1,6.96,4,1,1,1,4,1,0,0,0,4,3,0.41630168297087566
565236,17,0.5587,0.507988981,5.52,4.76,2,0,0,2,5,1,0,1,2,1,2,0.4154282146071009
526339,14,0.9747,0.537291667,8.5,4.57,0,0,0,2,5,0,0,0,2,0,3,0.36822908329850995
529101,46,0.9811,0.585059524,12.17,12.6,2,0,1,3,6,3,0,0,0,0,6,0.47937407924856296
748419,88,0.9858,0.596666667,38.06,5.93,2,0,0,1,9,4,1,0,1,1,4,0.39609535437711924
370201,31,0.9698,0.598118022,6.18,8.3,1,0,1,1,7,1,0,0,1,2,5,0.42734921740405574
343901,157,0.9527,0.601851852,9.14,12.68,3,0,0,0,3,2,1,2,2,1,8,0.5270795169403485
617125,25,0.9747,0.591699605,12.1,13.49,2,3,0,0,9,1,0,2,3,1,9,0.4882741457892111
389929,16,0.9855,0.556818182,10.01,8.98,5,1,0,3,5,0,0,0,2,1,1,0.40395295043352974
519860,96,0.9778,0.6425,8.68,5.14,1,0,0,0,4,1,0,1,4,1,5,0.39371893043958056
34894,5,0.9657,0.676190476,5.32,2.51,1,0,0,0,3,1,1,0,2,2,2,0.3341763730043981
392931,18,0.996,0.442478716,9.25,58.58,25,1,1,7,18,9,5,4,2,9,36,0.9121660611745537
550352,61,0.4019,0.561265432,4.53,4.79,1,0,0,0,3,3,0,0,0,1,6,0.4622950258416556
657139,6,0.8935,0.511904762,8.14,6.08,3,0,0,0,3,2,1,0,1,0,7,0.41649576789984916
638088,15,0.8591,0.55,8.24,5.48,2,0,0,0,2,0,0,0,2,0,6,0.39186362689032106
694218,33,0.9953,0.436570623,8.96,47.79,19,1,1,12,30,10,2,2,7,3,13,0.8453068621677066
528665,8,0.9831,0.558373819,8.41,23.67,14,1,2,5,11,2,0,2,7,4,19,0.5755671469308417
374269,6,0.9839,0.530401417,8.67,12.38,2,0,2,3,6,1,0,2,2,0,9,0.4619174346031944
478577,5,0.8779,0.51352657,9.38,16.54,4,0,1,2,8,2,5,0,4,2,16,0.5153920289109469
173223,19,0.9872,0.516466565,9.78,28.78,3,4,0,10,11,1,0,0,9,11,14,0.6039342364384526
509182,20,0.9862,0.500951683,14.71,20.29,4,1,0,0,8,4,1,3,2,3,8,0.6019951885899654
2116,36,0.9604,0.6435,7.71,6.46,1,0,0,1,4,1,1,0,2,0,4,0.38673600005132025
45131,28,0.6597,0.504,7.92,5.95,2,0,0,0,3,1,0,1,1,4,7,0.44173950498019865
66267,131,0.8772,0.430169553,8.9,12.44,4,0,0,0,3,1,2,1,1,5,6,0.5476190268055177
334425,37,0.984,0.414664619,8.01,20.23,14,0,0,6,7,6,1,7,0,10,9,0.6282951173577294
274541,7,0.6597,0.46553288,6.42,7.36,0,0,0,0,5,1,0,1,0,1,7,0.4669572791111263
1978,17,0.951,0.675,5.23,3.5,1,0,0,1,3,0,0,0,1,1,2,0.3443087065166189
520217,114,0.9657,0.577059052,9.05,6.99,2,0,0,0,5,1,2,0,1,7,2,0.44194292313524103
718328,24,0.9501,0.746666667,8.13,2.72,1,0,1,0,3,0,0,0,2,2,2,0.32238201553203866
479113,24,0.891,0.55625,8.27,6.54,0,1,0,1,4,2,1,0,0,1,5,0.4197092951602595
316488,49,0.9839,0.631428571,5.78,7.43,2,0,1,0,7,0,0,0,2,0,8,0.412261083075193
261599,9,0.9661,0.584126984,9.01,8.02,1,0,0,0,7,3,0,0,0,2,8,0.44218974467986366
40613,49,0.9485,0.775,7.72,5.11,2,0,1,0,2,1,1,1,1,1,3,0.359369310398658
222845,5,0.9905,0.616386555,9.59,7.65,3,0,0,1,11,4,0,0,2,3,4,0.4234490815291693
485516,12,0.9403,0.483531746,8.44,7.34,3,0,1,3,7,6,1,0,0,0,6,0.4505549045664513
366939,123,0.9723,0.55796978,6.34,15.87,4,1,0,3,6,7,0,1,3,4,21,0.5867544902174802
26441,40,0.9371,0.558,7.53,6.13,0,0,1,0,4,2,0,0,1,3,1,0.41942327903795895
299425,25,0.9889,0.556818695,8.09,33.67,11,0,2,2,15,3,3,6,2,3,13,0.734451524589062
421524,8,0.9164,0.643333333,6.12,10.24,4,1,0,1,5,0,0,2,3,4,5,0.4263245746115761
167722,2,-0.25,0.66122449,8.11,3.66,2,0,1,0,3,0,0,0,1,2,4,0.4210088807052042
768006,4,0.9807,0.759031746,7.0,5.05,2,0,1,0,5,1,0,0,2,1,4,0.34685291718729966
451421,78,0.8631,0.545,9.6,3.01,0,0,0,0,2,1,0,1,2,1,2,0.39182370741448713
720382,82,0.9665,0.60531746,7.41,12.09,5,0,2,3,7,1,0,2,1,3,7,0.47878220633498564
624497,13,0.9623,0.54974359,5.0,5.83,4,0,0,0,3,2,0,0,1,0,9,0.41182033503024174
379676,388,0.9468,0.579206349,8.01,8.52,3,0,0,1,4,1,0,1,0,3,4,0.5620140129290022
595920,382,0.2654,0.0,8.2,1.69,1,0,0,0,0,0,0,0,1,0,2,0.6204548994060072
1657,150,0.9726,0.84,6.79,3.0,0,0,2,0,4,1,0,1,1,1,3,0.3612058104523297
313809,39,0.6597,0.532142857,7.5,4.35,3,0,0,3,4,0,1,0,5,0,3,0.37322721734472347
570816,15,0.9816,0.515047619,7.34,11.71,5,0,0,2,5,1,0,1,2,3,9,0.46868371424811617
715762,30,0.7423,0.567333333,7.94,6.38,4,0,0,3,6,2,1,0,1,3,1,0.41268966892681513
123726,52,0.9371,0.416806723,13.3,9.37,6,0,0,0,9,3,0,0,2,1,3,0.4913479394447794
557347,65,-0.9395,0.63218107,12.18,19.46,6,0,1,1,8,1,2,2,1,1,10,0.678943782800591
488373,653,0.3788,0.441160103,7.83,14.75,6,0,1,1,8,0,0,0,0,1,9,0.7625964139082064
359976,26,0.9637,0.633137255,11.87,13.29,4,0,1,3,4,1,0,0,0,2,7,0.45772013922702104
263173,28,0.995,0.539410431,7.01,32.79,13,0,3,7,11,7,1,0,2,4,22,0.7152726033359715
21843,46,0.9862,0.540853175,7.47,17.41,7,0,2,2,6,4,3,3,1,3,11,0.5604546210007849
233292,31,-0.765,0.575,10.17,10.11,5,1,0,1,5,2,1,0,7,2,1,0.5364505569041063
75130,4,0.9693,0.467521272,7.22,13.15,5,1,1,0,9,2,1,1,1,2,10,0.516393834787774
415973,9,0.9442,0.6375,8.33,2.16,1,0,1,0,3,0,0,0,1,0,1,0.33313358575414614
86701,119,0.972,0.386428571,8.1,15.31,2,0,0,1,4,4,1,1,3,9,10,0.5944603780098937
565112,10,0.8176,0.508333333,7.49,2.51,1,0,0,0,1,0,0,0,1,2,1,0.3694900921616216
511327,219,0.9712,0.668518519,6.25,5.46,0,0,0,1,2,3,0,3,1,2,4,0.4606648282335677
707411,60,0.9906,0.377542032,6.68,29.0,11,2,0,1,15,2,1,3,2,4,14,0.7310700491748597
489498,348,0.5924,0.535069444,12.1,7.24,3,0,0,0,2,1,0,0,3,2,5,0.5468132100345858
550240,45,0.8316,0.875,8.46,0.91,0,0,0,0,2,2,0,0,1,0,1,0.30871489089530063
314804,12,0.9926,0.550771605,8.47,11.22,3,0,1,1,6,3,0,0,2,2,3,0.4645137602850914
631463,112,0.9805,0.652116402,6.21,6.29,1,1,0,1,5,2,0,0,2,1,4,0.42036913009682386
631077,6,0.9169,0.854166667,3.57,2.5,3,0,0,1,2,0,0,0,0,0,2,0.30454597703042824
735558,555,0.9927,0.634946237,9.93,18.83,1,1,2,0,3,2,2,0,4,1,9,0.6993259931828464
198928,4,-0.701,0.720454545,9.98,9.36,3,1,0,2,2,0,2,0,2,2,5,0.4836794220487014
163294,6,0.9474,0.524107143,7.72,10.59,7,2,0,2,4,1,1,0,1,4,5,0.44648647899459476
36785,5,0.9828,0.449017479,9.46,34.27,8,0,3,5,12,5,10,2,3,8,31,0.7256255858439065
448352,13,0.9921,0.643115079,9.38,12.91,4,1,2,1,5,0,0,0,4,4,6,0.43665624850353635
672734,21,0.9571,0.5975,6.62,4.16,3,0,0,1,3,0,0,0,0,1,6,0.37023702810152487
569042,8,0.8539,0.625,8.02,3.06,0,0,0,1,2,0,0,0,0,0,2,0.35033908472659564
410223,59,0.9851,0.64702381,7.5,19.49,5,1,1,6,10,2,1,1,1,3,12,0.5415350973220364
377221,12,0.9781,0.593125,8.5,9.81,3,0,0,0,7,6,0,0,0,2,6,0.47963097759359735
21385,15,0.9823,0.573799217,7.16,10.9,6,0,2,0,4,1,0,1,2,0,11,0.4528786059605411
227623,3,0.9524,0.778571429,6.23,2.97,0,0,0,0,4,1,0,0,1,2,4,0.3291573787226042
341062,10,0.9397,0.487962963,11.18,16.13,3,4,1,2,8,0,0,1,3,2,7,0.5123258178083844
506107,13,0.9744,0.591626984,9.39,17.44,5,1,0,0,7,5,2,0,4,1,18,0.5466021844304861
254664,12,0.9883,0.508874459,8.88,14.57,5,0,0,4,6,5,0,0,3,0,8,0.5058517781588776
360314,11,0.9571,0.480350877,10.83,9.37,5,0,0,0,1,2,0,0,3,6,10,0.4507209119427943
72188,6,0.9886,0.447222222,11.02,12.19,3,1,2,2,4,1,1,1,1,7,8,0.4773495905535138
548552,32,0.8762,0.572101449,7.72,11.49,5,1,1,2,6,3,0,0,0,1,5,0.4815224376385716
426544,5,0.9918,0.631652661,7.31,10.12,6,0,0,1,10,1,0,1,4,2,4,0.4243838450531207
683940,14,0.9346,0.472529762,10.62,12.87,5,0,0,1,3,0,1,1,6,0,6,0.46206359504235345
111048,25,0.9538,0.469027778,7.64,10.68,5,1,0,0,9,1,1,1,2,5,9,0.4872815508712369
70642,12,0.8887,0.561851852,6.42,13.93,5,0,0,0,8,3,2,0,2,1,13,0.5149465882849199
654433,25,0.9325,0.497916667,5.23,2.88,1,0,1,1,2,1,0,0,0,2,2,0.38067530776547637
708428,10,0.9545,0.485139624,9.97,17.03,3,2,0,3,8,4,0,0,3,2,14,0.5477652046075107
613759,40,0.9432,0.688844797,8.38,4.45,2,0,0,1,3,2,0,1,0,3,2,0.3753323528347213
656704,447,0.7884,0.669333333,10.11,11.05,7,0,0,1,5,1,1,1,0,0,7,0.599219820295151
278443,22,0.9326,0.339330517,7.59,24.0,5,0,0,1,5,2,1,4,1,5,23,0.6790172396441809
108017,16,0.9647,0.546344538,8.46,15.64,2,1,0,1,5,1,3,0,2,0,2,0.49924426348410517
3328,45,0.9596,0.727272727,8.46,5.55,0,0,1,2,7,1,0,0,2,0,5,0.3634142751112561
176813,11,0.8555,0.507142857,5.96,3.39,1,1,0,0,2,0,1,1,0,2,2,0.38547130988010847
509789,12,0.9813,0.616406926,7.18,8.98,5,0,0,2,7,1,0,0,3,0,8,0.40987032303958887
506945,449,0.9442,0.461203704,6.6,8.36,3,0,0,3,4,1,1,1,0,3,8,0.5940544769826966
17495,1332,0.9231,0.524333333,6.96,6.3,1,0,1,0,3,2,1,1,3,2,5,0.8193953667169062
369553,13,0.9916,0.679888889,11.18,7.96,2,0,0,0,6,4,0,2,1,0,1,0.4198711821718541
567364,12,0.9001,0.698214286,6.13,2.45,1,0,0,0,0,0,0,0,0,0,2,0.33377119363945434
626813,55,0.9862,0.594949495,7.35,6.9,1,0,0,0,5,2,1,0,1,3,3,0.4252562571120476
629387,34,0.9866,0.556597222,7.66,7.59,3,0,0,1,5,0,0,1,2,0,6,0.41489269850230653
461731,46,0.9508,0.636111111,7.15,4.04,4,0,0,0,4,1,1,1,1,1,1,0.37575312712213
329943,50,0.985,0.529166667,5.86,7.54,0,0,0,0,10,2,0,0,2,1,9,0.4549281654935943
148954,26,0.9845,0.52245671,9.71,8.55,1,0,0,0,5,1,1,1,2,0,4,0.4364311403341931
54909,3,0.9712,0.588642857,10.84,4.99,1,0,0,0,2,1,0,1,1,1,3,0.3766156170510164
399431,149,0.997,0.58477113,8.9,22.98,10,1,1,3,18,2,1,3,5,1,16,0.6392698854473992
689795,18,0.9713,0.465687831,11.5,10.53,1,0,2,1,5,3,0,0,2,4,9,0.47446873709112797
423035,7,0.9565,0.601851852,7.54,4.89,0,0,0,4,5,1,1,0,1,2,3,0.35743577645507113
499006,411,0.93,0.603129252,6.17,4.42,2,0,0,1,4,1,0,1,3,0,5,0.5067788240221868
196305,3,0.9781,0.524242424,20.7,8.4,4,0,0,3,7,2,0,0,2,2,5,0.40441566251739974
629403,41,0.9934,0.522678571,7.78,30.64,8,0,0,9,22,4,3,5,3,4,13,0.6943482991471361
355507,584,0.6705,0.623148148,8.21,8.67,2,0,0,1,1,0,1,0,3,2,6,0.6125613420943377
629167,20,0.9692,0.625,7.27,3.92,2,0,0,0,5,0,0,0,0,1,5,0.3689893077441889
729506,31,0.886,0.7525,5.7,4.1,1,0,0,1,2,1,0,0,1,0,2,0.34853295263331635
596521,164,0.9859,0.555034722,11.2,9.77,1,0,1,1,2,1,1,0,4,2,3,0.4672465977963842
65131,284,0.9008,0.302534435,8.38,4.7,0,0,0,1,5,0,1,0,1,1,1,0.5208923783895616
374146,10,0.9443,0.625925926,10.13,6.43,0,0,1,1,3,2,0,1,1,1,4,0.3916385851121174
661348,40,0.9022,0.558333333,6.42,10.39,5,1,6,5,0,0,0,2,2,3,8,0.4173204187464393
595664,23,0.4215,0.436111111,7.84,5.67,2,0,0,0,2,1,0,0,0,3,3,0.46285641778939624
498863,25,-0.7096,0.505208333,8.1,4.82,1,0,0,2,0,0,0,2,1,0,5,0.49463645975814297
190732,13,0.986,0.539444444,11.81,8.09,3,0,0,3,7,0,0,1,0,1,6,0.41163804799156867
7241,12,0.9081,0.6,7.19,3.17,2,0,0,0,4,2,0,0,2,1,2,0.36728430182904814
555859,153,0.7906,0.33,8.01,2.01,0,0,0,0,2,0,0,1,0,0,0,0.4548507439854864
611309,166,0.7717,0.595875421,9.52,3.97,0,0,0,0,4,2,0,0,2,0,1,0.434817802534869
632387,40,0.9313,0.666666667,8.68,6.07,0,0,2,1,3,1,0,0,2,3,4,0.37910564368974886
763712,123,0.9892,0.475320513,10.49,13.5,0,0,0,0,5,3,0,3,0,0,10,0.5705440759419614
526144,1120,0.9403,0.527777778,8.76,3.72,2,1,0,0,3,3,0,0,0,2,0,0.7581368030069917
211712,36,0.9022,0.616666667,8.29,7.36,4,2,1,0,5,1,0,0,0,2,6,0.4221008834919838
530425,31,0.9715,0.5525,6.0,10.21,4,1,1,2,10,1,0,1,1,2,8,0.4607403677858354
